ID,Text,Offensive,HateSpeech,Vulgarity,Violence
9844,@USER وجاك مدرعم مصدق ههههههههههههههههههههههههههههههههههههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9845,- شاحن متنقل بأسرع وقت ممكن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9846,"@USER يابن الحلال هذا زبال ويخسي يكون هلالي 
وحتى لو اي علامي هلالي يقول هذا الرأي التافه 
بنشخ على راسه هو ورأيه",OFF,HS5,NOT_VLG,NOT_VIO
9847,خمممق,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9848,@USER يمكن اترفع عندها الضغط وعطتها هالابتسامه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9849,"@USER اممممماا

والله انه كفو",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9850,"الجو برد يبنتي البسي بكم 
وايه جزمة اخويا دي URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9851,يارب.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9852,@USER وش فيك مستشر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9853,"RT @USER #بايع_الكليجا

الله يرحم ايام ايفانكا وايام حليمه بولند ورؤى الصبان وغيرهم كثير 

الصراحه فيه مجموعه كبيره من الشباب والبنات ي…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9854,@USER الله يسامح شريفة الى حطتكم تحت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9855,@USER تموتى أنتى وتحطى كلمه مقاول فى أى جمله مفيده وخلاص,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9856,"من الاشياء المقززه البنت تتابع كورة 

 #الكووره_للعيال",OFF,HS6,NOT_VLG,NOT_VIO
9857,"#بايع_الكليجا
اقسم بالله تفشلوووون م عمركم شفتوا مز ولا شسالفتكم ي همج",OFF,NOT_HS,NOT_VLG,NOT_VIO
9858,"#بايع_الكليجا
اللهم لاتواخذنا بما فعله السفهاء منا",OFF,NOT_HS,NOT_VLG,NOT_VIO
9859,أنام تتكلمون بالقصيمي وأصحى وبرضوا مازلتوا تتكلمون فيه.. تكفوووون وع خلااااص,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9860,@USER دامه مو قد الزواج حلال فيه يدفع ماوراه ودونه ، الفلوس يقدر يعوضها لاكن البنت اللي فقدته مايتعوض,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9861,يتصرفوا يتصرفوا اهم حاجه يخبوها URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9862,@USER المهم تراعي ربنا فيها وبلاشششششش رياضه خارجيه يوم الخميس مفهوم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9863,اعوذ بالله ،، اشوف ف هالتاق كمية حسد ع المعلم وعلى راتبه ،، والمفروض المعلم ياخذ راتب اعلى من اللي ياخذه الحين ،،لولا المعلم ما كان فيه الطيار والمهندس وووو ... كفاكم حسد . ولو تعلمون مافي التعليم من نكد لكرهتموه .. هيا شيل ودي  #تضرر_معلمي_من_حذف_رغباتهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9864,"#بايع_الكليجا
خلاص ازعجتونا فيه درينا انكم خاقين عليه خقق عليك جني انتي وياهه ☻
الله لاتبلانا بس",OFF,NOT_HS,NOT_VLG,NOT_VIO
9865,@USER ي ما شاء الله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9866,Retweeted ⚔️فـــــــؤاده⚔️️ (@USER تقترح تقديم مشروع قانون يضيف درجتين لطلبة الثانوية... URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9867,"حتى محل عصير القصب بقا فية كاميراات
تقولشي هنسرق الزعزوعه ونجرى",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9868,"@USER الله ياخذ العين 
مايد مب خاين مثل هذاك عسب يسير العين",OFF,NOT_HS,NOT_VLG,NOT_VIO
9869,"اعطوني وصفة تساعد على تحمل كل هذا 
#SiyahBeyazAşk #AsFer
#FerhatAslan #AslıÇinarAslan
#BirceAkalay #İbrahimÇelikkol
#Asli #Ferhat #AsFerTakip URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9870,@USER انقلع يا خروف ابل  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9871,@USER المشكله اتحادي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9872,@USER مظفر تبع سيريناي اللي طلعت تنفي اخباره  و هو منتج فيلم جيم و فيلم الجزمة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9873,@USER ياشقول قولي شنو هذا لا اتفشليني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9874,@USER لا بوسه لا كوسة  نبي عقلي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9875,"أستغفر الله العظيم 
شعب حافظ مش فاهم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9876,#بايع_الكليجا وعيبااااه بس شذا التخلف الي فيكم‍♀️,OFF,NOT_HS,NOT_VLG,NOT_VIO
9877,@USER دخيل الله اخذ ليه مليون بس وشهالأمانة دي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9878,سيارتي وايد انظيفه ماشاءالله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9879,الأصيل يبقى اصيل مهما طال الزمن وظروفه URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9880,@USER عريض,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9881,نفسي تغير تسريحه شعرها @USER,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9882,@USER قطططططعاااا جعل الشوزن تثور في وجها بلا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9883,"البعض يقول بأنك لا تستطيع العيش بدون حُب ،
 أعتقد بأن الهياجة و السفر أكثر أهمية من كُل ذلك الهُراء..
 #بعثرة_صباحة",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9884,"@USER إيه صح ممكن يبي منه واسطة
أو شيء بصالحه بس صراحة
عالم مقرف وقذر",OFF,NOT_HS,NOT_VLG,NOT_VIO
9885,"الكذب لايخفي الحقيقة بل يؤجلها 
نفس حنك المكياج يعني  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9886,@USER تخدير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9887,@USER خخخخ انت مالك ياعم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9888,مستغرب كيف في ناس شبحت له  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9889,@USER متشبهوش بحد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9890,عشان تقعدي تلعبي بليل كويس  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9891,@USER أخييييه كيف كريهين الشباب اللي كذاك ..مقرفييين,OFF,HS6,NOT_VLG,NOT_VIO
9892,لا لا انفلونزا لا حرام,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9893,@USER يالله على محاضراتك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9894,@USER غيرك يتزهب من خمس فجر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9895,@USER المشكله متكمم بعد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9896,بالله عليكم ذا رقص ؟ بالله اص كفايه ترفيع للفشله حقينكم  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9897,@USER ايوالله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9898,@USER اطقع بشاربك ي ابويمن,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9899,@USER ليه كده ده نيمار جوهره مواهب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9900,مو معقوله صراخ بنات ال Pyp وصوتهم العاااالي يا ان هذا شعور كل سينيور او هم صدق مزعجات,OFF,HS6,NOT_VLG,NOT_VIO
9901,@USER وانا اختكم هنا يويلكم اذ غزلتو البنات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9902,لاعاد يسخفهمم  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9903,@USER هالله الله  ههههههههههههههههههههههههههههههههههههههههههههه.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9904,"1802026 | تحديث انستقرام سيويونق :
مونق مونق_
-B. URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9905,"قالت لزوجها من تحب؟
قال لها:أمی
قالت له:ثم من؟
قال لها:أبی
قالت له:ثم من؟
قال لها أخوتی
قالت:وانا؟
فقال:سألتينى عمن أحب و لم تسألينى عمن أعشق!
ابتسمت وقالت:من تعشق؟
قال لها:نادى الاهلي
فطلبت الطلاق و هي تردد روح إلهی تتوكس لا فالح في حب ولا رومانسية ي ابو 3 دوري و 0 آسيا",OFF,NOT_HS,NOT_VLG,NOT_VIO
9906,احمد لا تسوي رت مو سعودي انت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9907,الناس دي  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9908,"@USER صِحً لّسآنگٍ، 

زُمٌآن آلّمٌجُآمٌلّـٍة وآلّتٍسلّيِـٍة وآلّمٌصِآلّحً",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9909,@USER اشكر مشاركتك و عفوا  و شكرا &lt;&lt; هيك تنكتب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9910,الدكتور الي يشرح لحد اخر دقيقة☠️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9911,@USER اشربي مويه كثير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9912,@USER الله يديك الصحه يا مبارك رفض وجود قاعده عسكرية ف مصر ودا الفرق يين الرجل العسكري والرجل أبو ليه لو كان عندنا قاعده عسكرية كان زماننا سبايا,OFF,HS1,NOT_VLG,NOT_VIO
9913,اه ليت شذا معي بالجامعه مو طبيعي كيف وجهها يفتح نفسي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9914,@USER ما اكلت اللحم العادي اكل ضب انا عيني تاكل قبل والشكل يسد النفس الله يديم النعمه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9915,#سوار_شعيب @USER  أصلاً من بعد سالفة تغريداته المسيئة للسعودية وهو طايح من عيني هو وبرنامجه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9916,"الحاجه الوحيده اللي تستاهل كلمه انا اضيع من بعدك هي امي ولما قالو ايه اكتر حاجه بتتمنيها 
. قولتلهم تعيش امى لحد ما انا اموت ️",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9917,@USER كذابه انا مايهزني احد,OFF,NOT_HS,NOT_VLG,NOT_VIO
9918,@USER لاحول ولا قوة الا بالله العلي العظيم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9919,@USER وجهش الأفضل حبيبتي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9920,اختبار الفيزياء كان عبارة عن ‘’’’ على الورق مو اسأله,OFF,NOT_HS,NOT_VLG,NOT_VIO
9921,يابنات نفسي كل لليله وقت نومتكم بوسطمالت عليكم اوووم شباصه بس خايسه في الفراش نوم كشش من زين فسصصصطينكمبمزح بحبكم يابنات URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9922,"@USER كيف تتفق والهلال ما طلب !  

والقرار جاي من الاتحاد السعودي 
 
كله من الحمدين ! 

عقليتك عقليت ورع انت رئيس هيئة الرياضه يعني محسوب كلامك",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9923,اكمل 8 ساعات نوم  بس  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9924,ما الي خلق ع الشغل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9925,@USER بساعدك ي  دبه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9926,"@USER إبراز الشيء اللي ماله لزمه يبرز امام الناس 
دليل كافي للنقص",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9927,@USER اوكى ادري انك ما تقدر تعيش بدوني يا سليم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9928,@USER وبالجلنط يا المريسل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9929,@USER انتم عابلو بنفسكم وبعدين فكرو بغيركم والله  ابلشتو العالم تصيحون من ميونخ الى جزر الوقواق حنا محصورين حنا محصورين  هذ إللى مو متعود على الحمامات اجلكم الله خلاص سووها في الخلا وفك العالم من شرك كلنا در بحصرتك,OFF,HS1,NOT_VLG,NOT_VIO
9930,@USER عندما أكتب كلمات تحفيزية طويلة بهذا الخط الجميل ل30 طالبة بالصف الواحد  سينتهي الترم وأنا لم أنتهي منهم #حقيقة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9931,"RT @USER #بايع_الكليجا

متى تقفلون الموضوع",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9932,"صباح الخير
طول الليل درجة حرارتي عالية و حلمت كمية احلام عجيييببة، تقولشي اخدة LSD",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9933,"@USER والله اني مغردة بنفس العبارة قبل اشوف تعريدتك
بيننا توافق فكري عظيم ومع ذلك دايم نتهاوش",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9934,@USER ما احب الشماغ  أحس كن بزر متشعبط براسي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9935,الحين أنا سريعة الاشتعال بس مجرد ما ألقى أحد يقول ا ولا اسمع طرف رفض بقب بوجهه والظاهر بيطلع حاصلي عليه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9936,يوم ما اتهاوش مع المشرفات على شكلي ولبسي ماهو يوم طبيعي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9937,خللاااااصصص URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9938,@USER تخسيييي هاذي اماراتيه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9939,كارديو نص ساعه وتمارين صدر وترأي وباي وأكتاف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9940,@USER لا لالاما ابغى  تعميم قول البعض منهم مو كل البنات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9941,وحشتينى  مش هشوفك ؟؟!!@USER  بكرهك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9942,@USER يعع التايم برعايته,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9943,"@USER مدري وش سالفة بايع الكليجا بس والله عيب عيب تقولون البنت عادي تتغزل مثلها مثل الرجل البنت جمالها بحياها وعفتها ،،والرجل أيضا المفروض يغض من بصره 
سبحان الله كيف بعض البشر تفكر",OFF,NOT_HS,NOT_VLG,NOT_VIO
9944,"#سعودياتxنطلبxاسقاطxالتعدد٦٠٠

بيجي يوم وتسقطون بهالحفرة وستجدون اعمالكم تنتظركم يامريضه",OFF,NOT_HS,NOT_VLG,NOT_VIO
9945,@USER احيات عيالك كرتونة معاك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9946,@USER انت شكلك مفترى,OFF,NOT_HS,NOT_VLG,NOT_VIO
9947,صباح الكمامات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9948,تاخذ الرقم على أنه جديد و تزعجك الاتصالات,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9949,برأيك ، من هو الحكم الذي تسبب في خسارة بطولة من فريقك المفضل؟  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9950,RT @USER و إنت أكيد خروف بللية !!,OFF,NOT_HS,NOT_VLG,NOT_VIO
9951,@USER والله مدري شفت صوره مكتوب مو متزوج والبنات منهبلات,OFF,NOT_HS,NOT_VLG,NOT_VIO
9952,RT @USER صغير قرد السعدان غاب عن أمه ثلاثة أسابيع للعلاج من أصابة خطيرة في ساقة بجنوب افريقيا شاهد لحظات لم شمل القرد مع عائلته  h…,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9953,بقولكوا ايه احنا اللي فينا مكفينا اللي هيبقى ف حياتنا من غير ميجبلنا صداع واكتئاب ونكد اهلا بيه غير كده يغور يقعد جنب الاشكال الوسخه اللي عرفناها..,OFF,NOT_HS,NOT_VLG,NOT_VIO
9954,نتي بسنابّ عدا الخرًا.,OFF,NOT_HS,NOT_VLG,NOT_VIO
9955,@USER حقود ابو قلب و ركب سود,OFF,NOT_HS,NOT_VLG,NOT_VIO
9956,RT @USER الحمد لله اليوم الأول لعيد الماي مر بسلام عفواً العيد الوطني ...!️ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9957,@USER ايه هي تعرف وش معناها هاا قولي يلا بجهز الذخاير والعتاد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9958,طاح ذوق البنات من عيوني بعد بياع الكليجه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9959,@USER اتفق معكم ان الدين جاء للجنسين ... لكن لو ترجع وتقراء زين يالمنيف طبيعة المراء وجبلتها الحياء فان راح الحياء ذهبة هيبة وجمال المراء ... فلا تتفلسف ومسوي فيها انك حافظ مواقف الشباب,OFF,NOT_HS,NOT_VLG,NOT_VIO
9960,@USER ايه والله ...عيب والله  مو معقوله  اللي يصير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9961,@USER كل خرى,OFF,NOT_HS,NOT_VLG,NOT_VIO
9962,"@USER سلام

انته تتريق ع في  الكتابه  ؟",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9963,"RT @USER #القادسية_الفيصلي 
#ارسنال_مانشستر_سيتي 
#بعزيمه_الرجال_الدوري_للهلال
هذا ماسيفعله الزعيم والعميد
 بفريق 
وسيفوز الهلال بالدو…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9964,يارب تمووت   الجامعة الوطنية,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9965,"RT @USER اذا هذا الكلام صحيح كارثه .. تريح الاعبين ليه .. ماعندك شي 

..
ضاع الدوري والكأس بس المشاركة الاسيوية لا تضيع @USER",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9966,@USER السيارااااتتت️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9967,اكره ما اكره الزول لمن خلاص يشمني في شئ ويحاول يبزق فيني وكمان يقدح فيني في الشئ،ماليهو اساس وقدام الناس تحس انو داير يلد كلام الليلة يخ قد,OFF,NOT_HS,NOT_VLG,NOT_VIO
9968,"حذاء فقير بالمسجد فجراً ,
قد يبدو أجمل من تاج ملك نآئم .",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9969,@USER قليله ادب,OFF,NOT_HS,NOT_VLG,NOT_VIO
9970,"ليش المؤيد بس تحكيلو ع روسيا او النظام بيعتبر الكلام موجه لأمو مباشرةً !! .. 
خ عليك و على روسيا وأمريكا وخود الخليج بمعيتك ..",OFF,HS1,NOT_VLG,NOT_VIO
9971,عن نفسي ما احب الشيلات  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9972,بتحسها جامعة بنت 66,OFF,HS5,NOT_VLG,NOT_VIO
9973,"كسمكم مافيه ديوث يجي خاص نديث بعض
#ديوث_امي #ديوث #دياثه #محارم #سكس #معصيتى_راحتى URL",OFF,NOT_HS,VLG,NOT_VIO
9974,@USER مين بيسمحلها بالدخول لمصر والتجول فيها بحرية فين هيئة الاستعلامات والداخلية اي مشبوه من هذه القنوات المسيئة لمصر يمنع من الدخول للبلد من أساسه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9975,@USER هيه منجد ذي اخبار  والله هالقناة سخيفة والحمدلله ما اتفرج عليها  مثل ذي المواضيع تنتشر بتويتر واسنتقرام  مو تطلع كخبر بقناة اخباريه,OFF,NOT_HS,NOT_VLG,NOT_VIO
9976,@USER انفلو,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9977,RT @USER اااخ ياوطن النهار دموعي تنهمر كلما سمعت هذي الاغنيه وتذكرت الام الغزو وهروب الوافدين لبلادهم بغنائمهم وتركوناوكفاح اب…,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9978,اتوقع كلنا علقنا في موضوع #بياع_الكليجا  اللي ما علق يعلق وخلاص سكروا الموضوع لانه يحوم الكبد بالمره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9979,@USER اذا معجبها تعجب فيه بقلبها وتآكل تبن &lt;&lt;&lt;عذرآ على الكلمه اما تصوير وشيلات وصياح وآخرتها ترند بايع كليجا ‍♀️ آخ بس لو اعرف اللي صورته,OFF,NOT_HS,NOT_VLG,NOT_VIO
9980,"موجة غبارقويه
 الهم ازحهاعن بلادنا وحفظ لنااولادنا ومن نحب
قلوب الناس ملاء من نفس الموجه الهم ازحهاعن قلوبناونقيهامن الكفروالفسوق والعصيان",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9981,"RT @USER #وخلصنا الرخصه.وشرينا السياره.. وباقي الشهر يجي ونتواجه. اووووو
 URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9982,@USER طيب اوراوا تنرفز ؟,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9983,هذا له اسبوع بالغ ومسوي شيخ النعجه اشفق على القطيع الي معه  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
9984,اول مره اعرف ان كليتي اسمها كليه الكعب العالي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9985,"RT @USER #مقوله_لم_يقبلها_عقلي 
كثرة ما يقال ضدك من الآخرين ...
دليل على كثرة عيوبك ... 
والإنسان لا يرتقي بكثرة العيوب ... 
هذه…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9986,@USER انتبه لا تسقط انت معاهم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9987,@USER كلي تبن,OFF,NOT_HS,NOT_VLG,NOT_VIO
9988,هو البعيد ابنوسخه ولا دا  طبيعى,OFF,NOT_HS,NOT_VLG,NOT_VIO
9989,"صباح الدلع على الكل
انا وحشت مين بقا
مين جاي يقابل ب800في الليله
200اتصالات و600لما نتقابل 
مين بيحبني هيعملي رتويت  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9990,"@USER هذا إنجاز لكم، 
٣ دوري
٠ اسيا
٦سنوات الاتحاد م فاز علينا.",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9991,@USER واضح من شكله وتصرفاته انه شاف فواكه وحط كمام وغطا وجهه وطلع من المحل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9992,"RT @USER القردة الحمراء
أندر أنواع القردة في العالم ولاتوجد إلا في #زنجبار 
.
تم تصوير هذا الفيديو في أشهر الغابات وأكبرها في جزيرة…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9993,RT @USER إيه يا وردة مكانها البستان ،امتى تجمعنا حديقة واحدة بقى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9994,@USER ياكرهي لهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
9995,"#بايع_الكليجا
اللي رايحات يتمحنون عنده هم نفسهم الدرر المصونات اللي يقولون تريدون حريه الوصول للمرأه
مالوم الولد يوم حط كمامه عنهم
اكياس زباله",OFF,HS6,NOT_VLG,NOT_VIO
9996,@USER فويززز صورة العرض لاااااا امانه لا‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9997,@USER زازا وقرين ودك ترسلهم للدوري التركي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9998,"#بايع_الكليجا

لا ناظر بي رجال وهو يشبه المنتشري استحيت وتلعثمت
شلون اجل هالزين ويبيع كليجا 
ماعلينا ترا عيب مب لهدرجه الهوس والتصوير",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
9999,@USER رحمتك والله اشكالهم تجيب المرض مثل عماني,OFF,NOT_HS,NOT_VLG,NOT_VIO
10000,@USER الله يقرفك ع الصبح,OFF,NOT_HS,NOT_VLG,NOT_VIO
10001,@USER ادري م يحتاي تقولين واضح,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10002,"RT @USER #قروب_فواز_للدعم
هكذا تكون المرأه المسلمه اذا خرجت عن تعاليم الدين URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10003,@USER ماش ماعندك ذوق قول عازمتك ع الغداء شئ مالت,OFF,NOT_HS,NOT_VLG,NOT_VIO
10004,حسبي الله عليكم @USER توني سيزن ٥ وانحرق علي حلقة امس نازلة حق سيزن ٨ اففففففففففف بموت من القهر ابي اصيح,OFF,NOT_HS,NOT_VLG,NOT_VIO
10005,@USER تخسي السعوديه انقذت دول اما ايران معروف هدفها تبي تحكم العالم بس حامض على البوزها لولا الله ثم الملكه كان اليمن الحين محكوم من ايران  وسوريا ماتو جوع السعوديه احتوت الاجئين وتكفلت فيهم وعمرت العراق بعد ال سعود يحكمون بالشرع والقران ويخافون الله,OFF,HS1,NOT_VLG,NOT_VIO
10006,@USER شكرا.,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10007,@USER قبل لا تظلمني حاول انت تدري الطلم شين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10008,@USER عسا جبينك للحصاه الي تفلقه,OFF,NOT_HS,NOT_VLG,NOT_VIO
10009,اوشك صبري على النفاذ,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10010,@USER وش قصدك يعني الحين شينه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10011,@USER الصياغة ركيكة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10012,@USER الكبت وما يفعل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10013,@USER يعني تقطعي خلف البسه و تقليلي صف ع جنب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10014,@USER احترم  نفسك  وترا كلنا نعرف  نسب,OFF,NOT_HS,NOT_VLG,NOT_VIO
10015,@USER خرة بعقلك,OFF,NOT_HS,NOT_VLG,NOT_VIO
10016,@USER هذا اللي صار,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10017,"RT @USER اهلاوياً ملكياً بروح وقدرت الاعبين  شكراً لكم 
#ريبروف  الله معااااااك انت غير قادر على فريق كالاهلي انت دمرت الاهلي ود…",OFF,NOT_HS,NOT_VLG,NOT_VIO
10018,RT @USER بلدية الروضة سبق وبلغنا أكثر من مرة على سيارتين لها سنين واقفة قدام عمارتنا ولا سووا شيء ومسوية زحمة ع…,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10019,RT @USER ناس تغلط وتتأسف وناس تغلط وتتفلسف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10020,@USER علي نام بالجامعه بعد ما يسوى بعد ترجع البيت بعد جم ساعه دوام ،، من الساعه ١ الظهر وانت بالجامعه والحين الساعه ١٠:٣٠ بليل حتى الكرسي الي قاعد عليه زهق منك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10021,"@USER ام مين يا وسخه انتي !  انتي شايفاها زي امك ولا ايي !! 
الله يرحم ايام ما كنتي بتعدي ف درس نجلاء كأنك عند امساك 
دا انتي فلاتة الايفون فيها لحم عنك 
مبقاش إلا الش*اميط !",OFF,NOT_HS,VLG,NOT_VIO
10022,@USER هههههه وبعد ما تلسعينى عين ما انا هاجى اقعد جمب امى يبقا ولا انا استفد ولا انتى استفدتى,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
10023,@USER اكيد عياله الحين في المدرسه وانتي تنتظرين متى يتقدم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
