HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated_tweet
3274,@user mais il est completement attarde mdr,offensive_normal,direct,indifference_disgust,other,other,@user but he's completely retarded lol
3275,@user @user je ne renie pas ce que je suis je mange de tout. je mangerai bien du gauchiste bobo mais j'ai… @url,hateful,direct,confusion_shock_indifference,other,left_wing_people,"@user @user I don't deny who I am, I eat everything. I would eat leftist bobo but I… @url"
3276,@user @user @user tu réponds un tweet qui parle de racailles tu parles de migrant. t'es vraiment attardé je crois.,offensive,direct,anger_confusion_shock_indifference_disgust,origin,individual,"@user @user @user you respond to a tweet that talks about scum, you talk about migrants. I think you're really retarded."
3277,@user ta source est une publication gauchiste... tu peux te la garder et te présenter l’entree des arènes,abusive_disrespectful,indirect,sadness,other,left_wing_people,@user your source is a leftist publication... you can keep it and introduce yourself to the entrance to the arenas
3278,@user @user @user @user @user et la société complète cautionne la violence de l'au… @url,normal,indirect,sadness,other,other,@user @user @user @user @user and the entire society condones the violence of the… @url
3279,@user vous êtes une islamo bobo gauchiste . un petit tour sur votre tl pour s'en rendre compte .,offensive,direct,indifference_disgust,other,left_wing_people,@user you are a leftist islamo bobo. take a quick look at your TV to see it.
3280,@user est-ce complotiste de considérer que l'uejf la licra et le crif militent pour l'immigration et l'antiracisme ?,fearful_abusive_disrespectful,indirect,sadness,origin,immigrants,@user is it conspiratorial to consider that the uejf la licra and the crif campaign for immigration and anti-racism?
3281,@user j’ai lu « france indo » j’ai compris la source. pas plus gauchiste comme journal. tout les jou… @url,fearful_abusive_disrespectful_normal,indirect,indifference,other,left_wing_people,@user I read “france indo” I understood the source. no more left-wing as a newspaper. every day… @url
3282,@user il mange ce qu'il veut mais qu'il arrête le terrorisme intellectuel. Ça devient lourd.,fearful,indirect,sadness,other,individual,@user he eats what he wants but stops intellectual terrorism. It's getting heavy.
3283,@user @user l'homme est faible physiquement par rapport l'elephant mais infiniment plus intelligent.,normal,direct,indifference,other,other,@user @user man is physically weak compared to the elephant but infinitely more intelligent.
3284,@user j’avais bien fait de l’unfollow quand je voyais ces tweets bizarres sur les arabes mais à ce moment là… @url,normal,indirect,indifference,other,individual,@user I did unfollow when I saw these weird tweets about Arabs but at that moment… @url
3285,@user j’aimerais que l’on s’attarde sur ta tête qui est juste sublime,normal,indirect,indifference,other,other,@user I would like us to focus on your head which is just sublime
3286,@user tu eh mongol,offensive,indirect,indifference,disability,special_needs,@user tu eh mongol
3287,@user est quand même sur l'équivalent les boulangers vous expliquent pourquoi ils sont contre l'avortement… @url,normal,indirect,indifference,other,other,@user is still on the equivalent the bakers explain to you why they are against abortion… @url
3288,@user @user @user @user ici c'est arabo-satanique. pour le sale arabe je le croisais… @url,offensive,indirect,shock_indifference,origin,arabs,@user @user @user @user here it's Arab-Satanic. for the dirty Arab I came across him… @url
3289,@user @user attali qui compare les juifs aux migrants. c'est une légitimisation de la violence contre les anti-immigration.,normal,indirect,indifference,other,immigrants,@user @user attali who compares Jews to migrants. it is a legitimization of violence against anti-immigration people.
3290,voilà ce qui se passe aujourd'hui dans nos forêts françaises la violence à l'état pur !… @url,offensive,indirect,indifference,other,other,"this is what is happening today in our French forests, violence in its purest form!… @url"
3291,@user sachant qu'il est arabe il n'est pas objectifs donc si le traite de sale bougnoule de merde il ne p… @url,offensive_hateful,indirect,shock_indifference,origin,arabs,@user knowing that he is Arab he is not objective so if he calls him a dirty piece of shit he cannot… @url
3292,@user @user ben que les voilées font la promo du terrorisme et que la france est en guerre avec… @url,offensive_hateful,indirect,anger_indifference,religion,muslims,@user @user ben that the veiled women promote terrorism and that France is at war with… @url
3293,@user @user @user @user @user deformation de bobo gauchiste aime. ce que je ve... @url,offensive,direct,shock,other,left_wing_people,@user @user @user @user @user deformation of leftist bobo likes. what I want... @url
3294,@user @user mais alors toi sale arabe ferme bien ta gueule déjà,offensive,direct,shock,origin,arabs,@user @user but then you dirty Arab just shut your mouth already
3295,@user la violence mdrr va falloir que tu censure tes tweets,normal,indirect,indifference,other,other,@use violence lol you will have to censor your tweets
3296,@user @user ah tiens le groupe de mongol de supporter du psg ! ah ces medeux,abusive_offensive,indirect,indifference,origin,special_needs,@user @user ah want the Mongolian group to support PSG! ah these metwo
3297,@user les gens ont grandi s'attarde plus sur ces trivialites de changement d'heure les vrais les purs sont... @url,normal,direct,indifference,other,other,@user people have grown up focusing more on these trivialities of time change the real ones the pure ones are... @url
3298,@user @user pourquoi que ce mongol apparaît sur mon twitter? c'est tu un gars payé 300$ de l'heur… @url,offensive,indirect,sadness,other,individual,@user @user why does this Mongolian appear on my twitter? Are you a guy paid $300 an hour… @url
3299,@user @user buteur c'est pas leader sale mongol. messi il plante mais il 0 leadership,offensive,indirect,indifference,disability,other,@user @user scorer is not a dirty Mongolian leader. messi he crashes but he 0 leadership
3300,@user @user non ! n'en veut pas de ces migrants économiques ! trop c'est trop . il est plus urgent d… @url,normal,indirect,indifference,other,immigrants,@user @user no! don't want these economic migrants! enough is enough. it is more urgent to… @url
3301,@user @user quel gros mongol l'autre avec son dimitri thauvin la putain.,offensive,direct,sadness,other,individual,@user @user what a big mongol the other one with his dimitri thauvin the whore.
3302,@user typique du gauchiste dans le deni de realite. elle pense parce qu...elle te bloque et ne tu ne la vois... @url,offensive,indirect,sadness,other,left_wing_people,@user typical leftist in denial of reality. she thinks because...she blocks you and you don't see her... @url
3303,@user @user @user @user il faut vraiment être attardé pour tolérer l'intoléra… @url,offensive,indirect,sadness,other,other,@user @user @user @user you really have to be retarded to tolerate intolerance… @url
3304,@user @user yes je le suis mais j’ai l’impression les noir d’afrique c’est que ceux de l’est ici,normal,indirect,indifference,origin,african_descent,@user @user yes I am but I have the impression that black people from Africa are only those from the east here
3305,@user @user le pire ce sont les plans de coupe sur l'autre mongol de carbonnier fan du qsg qui se… @url,offensive,direct,shock,disability,special_needs,@user @user the worst are the cutaways on the other Mongolian carbon maker fan of the qsg who is… @url
3306,@user le racisme c le racisme pas votre définition gauchiste et piteusement soumise aux racialistes et indigénistes .,fearful_abusive,direct,anger_disgust,other,left_wing_people,@use racism is racism not your leftist definition and pitifully submitted to racialists and indigenousists.
3307,@user @user ballon d'or c'est sur l'année 2018 mongol,offensive,direct,indifference,other,individual,@user @user golden ball is for the year 2018 mongolian
3308,@user la mafia russe est venue à monaco pour blanchir son argent sale !,fearful_normal,indirect,shock,other,other,@user the Russian mafia came to Monaco to launder their dirty money!
3309,@user mdrrrrr gros mongol,offensive,indirect,anger_indifference,other,individual,@user mdrrrrr big mongolian
3310,@user @user l...ideologue gauchiste au sommet insupportable,abusive_normal,indirect,indifference,other,left_wing_people,@user @user the...leftist ideologue at the unbearable summit
3311,@user @user @user @user pour defendre les arabes il n’a pas d’autre argument que des insutes.… @url,offensive,indirect,sadness,origin,arabs,@user @user @user @user to defend the Arabs he has no other argument than insults.… @url
3312,@user sinon il les blédars rebeus ; c'est un pléonasme. c'est pareil,offensive_hateful,indirect,shock,origin,arabs,@user otherwise he rebeus bledars; it’s a pleonasm. it's the same
3313,@user @user qu'est-ce qu'il ne faut pas lire franchement,normal,indirect,indifference,other,other,@user @user what not to read honestly
3314,@user non c'était aéré tu ne t'ais pas attardé sur une critique littéraire d'un ouvrage tu revu ceu… @url,offensive,direct,indifference,other,individual,@user no it was breezy you didn't focus on a literary review of a work you reviewed this… @url
3315,@user les mariages rebeus y’a rien de pire le podium la meuf qui se croit à un défilé et qui change 107 fois… @url,disrespectful,indirect,anger_confusion,origin,arabs,@user Rebeus weddings there's nothing worse the podium the girl who thinks she's at a fashion show and who changes 107 times... @url
3316,@user faut vraiment être un attardé sexuel,offensive,direct,shock,other,individual,@user must really be a sexual retard
3317,@user @user il va finir comme les tontons rebeus qui passent leurs vies au pmu ..,offensive_disrespectful,direct,indifference_disgust,origin,arabs,@user @user he will end up like the Rebeus uncles who spend their lives at the PMU..
3318,@user @user professionalisme !!!! ce pauvre gauchiste de merde au lieu d...informer il passe son temps desinformer.,offensive,direct,indifference,other,left_wing_people,@user @user professionalism!!!! this poor shitty leftist instead of...informing he spends his time disinforming.
3319,@user @user qd sait le niveau intellectuel de c migrants ou autres africainsil n'y pas de q… @url,offensive,direct,anger_sadness_shock_indifference_disgust,origin,immigrants,@user @user who knows the intellectual level of migrants or other Africans there is no who… @url
3320,@user @user d'ailleurs. si tu tiens vraiment la condition de vie des gens et si t'as de la p... @url,normal,indirect,indifference,other,other,@user @user by the way. if you really care about people's living conditions and if you have p... @url
3321,@user @user mdr bah comment mongol,offensive,direct,indifference_disgust,other,individual,@user @user lol bah how mongolian
3322,@user insta c un réseau de mongol,offensive,indirect,indifference,other,other,@user insta c a Mongolian network
3323,@user fait * gros attardé,offensive,direct,indifference_disgust,other,other,@user does * big retard
3324,@user @user mais j' rigole sale juif,offensive_hateful,indirect,shock,religion,jews,@user @user but I'm laughing dirty Jew
3325,@user @user ah oui ce sale arabe qui prétends être meilleur que payet ? mdddrrrr,abusive_hateful,indirect,shock,origin,arabs,@user @user ah yes this dirty Arab who claims to be better than payet? mddddrrrr
3326,@user @user @user ferme ta bouche le petit bourgeois gauchiste n'a pas besoin de ta propagande.,abusive_hateful,indirect,shock,other,left_wing_people,"@user @user @user shut your mouth, the leftist petty bourgeoisie doesn't need your propaganda."
3327,@user @user @user @user déjà islam= paix le terrorisme c les feuge qu’il utilise… @url,normal,indirect,shock,religion,jews,@user @user @user @user already islam= peace terrorism is the feuge he uses… @url
3328,@user @user @user c’est une émission d’attardé mental mon pote fait ouvrir les yeux,offensive,indirect,sadness,other,special_needs,@user @user @user it's a mentally retarded show my friend opens your eyes
3329,@user @user que feraient les politologues juifs s'il n'y avait pas eu les nazis?,normal,indirect,shock,religion,jews,@user @user what would Jewish political scientists do if it weren't for the Nazis?
3330,@user mon gosse pourra être attardé zoophile gros ou mince avec des lunettes et pleins de boutons pourra joue… @url,offensive,indirect,anger_shock_disgust,other,individual,"@user my kid could be a retarded zoophile, fat or thin with glasses and lots of buttons could play… @url"
3331,@user @user @user @user pour sa qu’elle ta reniée sale fdp d’attardé mental gay de merde qu’allah t’aide wallah,offensive_hateful,direct,confusion_sadness_indifference_disgust,sexual_orientation,individual,@user @user @user @user for that she disowned you filthy mentally retarded gay shit may Allah help you wallah
3332,@user @user @user @user @user bonjour je suis un gauchiste bobo et je reveille a... @url,normal,indirect,indifference,other,left_wing_people,@user @user @user @user @user hello I am a bobo leftist and I wake up to... @url
3333,@user la pauvreté n'est le collateral de la violence pas plus que la richesse. il faut chercher ailleurs,normal,indirect,indifference,other,other,@user poverty is not the collateral of violence any more than wealth. you have to look elsewhere
3334,@user @user vs n'comprenez ps si tu n'as ps envie d'en manger tant mieux pr toi ms laisse ls... @url,normal,direct,indifference,other,other,@user @user you don't understand if you don't want to eat it so much the better for you ms leave it to them... @url
3335,@user @user @user 2) confusion volontaire entre violence et légitime défense et entre… @url,offensive,indirect,indifference,other,other,@user @user @user 2) voluntary confusion between violence and self-defense and between… @url
3336,@user @user salami france inter bonne gauchiste est mal placée pour 1 telle émission,offensive,indirect,shock,other,left_wing_people,@user @user salami france inter good leftist is poorly placed for 1 such broadcast
3337,@user @user ah ouais les rebeus teintures blondes enculé de fragile là,offensive,direct,confusion_indifference,origin,arabs,@user @user ah yeah the rebeus blonde dyes fragile motherfucker there
3338,@user ca va soulever le poid de sa dette de gauchiste,fearful,indirect,sadness,other,left_wing_people,@user it will lift the weight of his leftist debt
3339,@user @user ce n’est pas de sa faute : il est attardé.,offensive,indirect,shock,disability,individual,@user @user it's not his fault: he's retarded.
3340,@user @user @user allo???? alloooo???? les gauchistes?????nje vous recois mal....nallooooo?nm... @url,offensive,indirect,sadness,other,left_wing_people,@user @user @user hello???? hello???? leftists?????n I receive you badly....nallooooo?nm... @url
3341,@user et alors ? mdr le mec quil joue ou pas tu prend 3-0 ta pas sourire comme un mongol apres au cameras,offensive_disrespectful,direct,indifference_disgust,disability,special_needs,@user so what? lol the guy whether he plays or not you take 3-0 you don't smile like a Mongolian after the cameras
3342,@user lui c’est un sale arabe ..,normal,indirect,sadness,origin,arabs,@user he’s a dirty Arab..
3343,@user @user @user @user la déchristianisation ou l'abrutissement et la propagande gauchiste?… @url,offensive,direct,confusion_indifference,other,left_wing_people,@user @user @user @user dechristianization or stupefication and leftist propaganda?… @url
3344,@user mdr je vois jamais de renois parler de franc cfa et du néocolonialisme par contre ça pleure tout va À la… @url,disrespectful_normal,indirect,confusion_indifference,origin,african_descent,@user lol I never see Renois talking about the CFA franc and neocolonialism on the other hand it all cries At the… @url
3345,@user ta apporté quoi toi part ta sale geule d’arabe et ta grand mère,hateful,direct,shock,origin,arabs,"@user what did you bring, your dirty Arabic face and your grandmother?"
3346,@user @user parler des médecins africains travaillant en france il était juste de signaler que parmi tous… @url,normal,indirect,shock,origin,african_descent,@user @user talking about African doctors working in France it was right to point out that among all… @url
3347,@user @user @user son attardé de pote peut lire ce que tu dis et son attardé de pote te dit d’aller te branler ailleurs,offensive_disrespectful,direct,anger_indifference,other,individual,@user @user @user his retarded friend can read what you say and his retarded friend tells you to go jerk off somewhere else
3348,@user @user j’suis pas attardé pour m’amuser à afficher des meufs que je recale. j’insulte person… @url,disrespectful,indirect,indifference,other,women,@user @user I'm not late to have fun displaying girls that I fail. I insult no one… @url
3349,@user @user @user @user mais t'es un attardé toi parole c pas possible de dire autant de merde,offensive,direct,indifference,other,individual,@user @user @user @user but you're a retard you word it's not possible to say so much shit
3350,@user @user @user sauf que c est l ea acces mongol que tu es,offensive,indirect,anger_indifference,other,individual,@user @user @user except that it is the Mongolian access ea that you are
3351,@user pdtrrr mais moi je m’attardé déjà trop sur elle je vais rien dire,offensive_disrespectful_normal,indirect,indifference,other,individual,"@user pdtrrr but I've already been focusing too much on her, I'm not going to say anything"
3352,@user grave la même des mongol,offensive,direct,indifference_disgust,disability,special_needs,@user serious same mongolian
3353,@user les manifestants d’ #idleb et d’ #alep sont le symbole du courage de la résistance et de la résili… @url,normal,indirect,indifference,other,other,@user the demonstrators in #idleb and #aleppo are the symbol of the courage of resistance and resilience… @url
3354,@user un vrai mongol mais gentil,offensive,indirect,sadness,disability,special_needs,@user a real Mongolian but nice
3355,@user j'aime pas la violence,normal,indirect,indifference,other,other,@user I don't like violence
3356,@user @user et un mongol consanguin incapable de réfléchir par lui même comme il en pullule désormais sur la planète.,offensive,indirect,indifference,other,other,@user @user and an inbred Mongolian incapable of thinking for himself as there are now abounding on the planet.
3357,@user john j’le kiffe mais c’est un mongol un peu mdrr,abusive_disrespectful,indirect,indifference,disability,special_needs,@user john I like him but he’s a bit Mongolian lol
3358,@user @user il des millions de morts de la famine chaque annee mais tu veux laisser pourri... @url,normal,direct,sadness,other,other,@user @user there are millions of deaths from famine every year but you want to leave it rotten... @url
3359,@user @user euh je ne suis vraiment pas attardé sur ‘’ belle fille’’ hein je demande si tu dé… @url,normal,indirect,indifference,other,individual,@user @user uh I’m really not dwelling on “beautiful girl” eh I’m asking if you de… @url
3360,@user je suis pas assez attardé sur son album j’irai réécouter,normal,indirect,indifference,other,other,@user I'm not long enough on his album I'll go listen again
3361,@user mdrr ta fini à 15 hp et tu m'avais mis low alors que tu t'amusais à spam mes constru comme un attardé,offensive,direct,shock_indifference_disgust,other,individual,@user lol you finished at 15 hp and you put me low while you were having fun spamming my constructs like a retard
3362,: [@user @user @user @user hossam mdrrr allez viens par ici vendeur de chameau renie nous pas enfin t’es un arabe frero,normal,direct,shock,origin,arabs,: [@user @user @user @user hossam lol come on come here camel seller deny us not finally you're an Arab brother
3363,vu que je suis métisse quand je traine avec un groupe de renois ils disent tous… @url,offensive,indirect,shock,other,other,since I'm mixed race when I hang out with a group of Renois they all say... @url
3364,var ou pas var pourquoi strootman fait ça ? quel mongol.,offensive,direct,indifference_disgust,other,individual,var or not var why strootman does this? what a Mongol.
3365,@user le gauchiste c'est pour éplucher les tomates (i les lames sont dentelées et ça fonctionne super bien ! e… @url,disrespectful,indirect,indifference,other,left_wing_people,@user the leftist is for peeling tomatoes (i the blades are serrated and it works really well! e… @url
3366,@user @user espérons néanmoinsil se ferait violence en prenant son argent qu'il pouvait réclamer par… @url,normal,indirect,confusion_indifference,other,individual,@user @user nevertheless hope he would do violence to himself by taking his money which he could claim by… @url
3367,@user tavais qua pas te faire voler mongol,offensive,direct,shock,disability,individual,@user you wouldn't have been robbed Mongolian
3368,@user @user mais quel rapport avec l’opening mdr ? t’es completement attarde ou quoi et s’en branle si… @url,abusive_offensive,indirect,indifference_disgust,other,individual,@user @user but what does this have to do with opening lol? Are you completely retarded or what and don’t care if… @url
3369,@user ils critiquent leur commu pr amuser la galeie (c pareil pr les renois),offensive_hateful_normal,indirect,anger_confusion_indifference,origin,african_descent,@user they criticize their community to amuse the gallery (the same for the Renois)
3370,@user j’ai l’impression de parler à un attardé,offensive,indirect,indifference_disgust,disability,individual,@user I feel like I'm talking to a retard
3371,@user @user @user toujours les mêmes poncifs 1) la non violence est une position moral… @url,normal,indirect,indifference,other,other,@user @user @user always the same clichés 1) non-violence is a moral position… @url
3372,@user @user colisse que c'est un attardé! excusez le sacre mais je ne suis plus capable de voir ce débil… @url,offensive,indirect,sadness,disability,individual,@user @user colissse he's a retard! excuse the coronation but I am no longer able to see this stupidity… @url
3373,@user il faut effectivement penser globalement et lier le terrorisme l'intégrisme musulman la radicalisation… @url,fearful_offensive_normal,indirect,sadness_indifference_fear,religion,muslims,"@user we must actually think globally and link terrorism, Muslim fundamentalism, radicalization… @url"
3374,des racistes s’ils savaient avec quels genre de negros et rebeus gainés leur fille parle,offensive_hateful,indirect,anger_indifference,origin,african_descent,racists if they knew what kind of blacks and blacks their daughter talks to
3375,@user @user @user c grave chaud zebi mais comme d'hab ya un gros mongol qui creer des comptes pr voter contre moi :c,offensive,indirect,anger_indifference,other,individual,@user @user @user it's serious hot zebi but as usual there is a big Mongolian who creates accounts to vote against me :c
3376,@user tu dis ça avec une giga pp d’la tour eiffel mdrr sale arabe,offensive_hateful,indirect,anger_confusion_indifference_disgust,origin,arabs,@user you say that with a giga pp from the Eiffel Tower lol dirty Arab
3377,@user @user les féministes sont les idiots utiles de causes qui les dépassent. leurs donneurs… @url,fearful_abusive_offensive,indirect,confusion_indifference_disgust,gender,women,@user @user feminists are the useful idiots of causes beyond them. their donors… @url
3378,@user oui et tu fais partie des mongol qui propose des 1vs1,offensive,direct,indifference,disability,special_needs,@user yes and you are one of the Mongolians who offers 1vs1
3379,@user @user @user suppression partiele de l isf (comme disait sarkozy-fillon un impot gauchiste st... @url,normal,indirect,confusion_indifference,other,left_wing_people,"@user @user @user partial suppression of the ISF (as Sarkozy-Fillon said, a leftist tax st... @url"
3380,@user ouve musica mongol,offensive,indirect,anger_indifference_disgust,other,other,@user ouve musica mongol
3381,@user vien bf jteclate sale arabe,offensive_hateful,direct,fear_shock_indifference_sadness_disgust,origin,arabs,@user vien bf jteclate dirty arab
3382,@user @user @user l'homme blanc ? votre culture est egale votre betise de bobo gauchiste!... @url,offensive,indirect,sadness,origin,left_wing_people,@user @user @user the white man? your culture is equal to your leftist bohemian stupidity!... @url
3383,@user @user @user relis ton dernier message mongol... tu suis rien aussi. je dis les lois du pays… @url,offensive,indirect,sadness,other,individual,@user @user @user reread your last Mongolian message... you follow nothing too. I say the laws of the country… @url
3384,@user il va emmener quelques migrants avec lui ?,normal,indirect,sadness,origin,immigrants,@user he is going to take some migrants with him?
3385,@user outra mongol,offensive,direct,anger_disgust,other,other,@user outra mongol
3386,@user mais wallah t'as grave raison mec je suis serieux s'en balec de ta vie nique ta mere sale feministe de pute,offensive,direct,disgust,gender,women,@user but wallah you're absolutely right man I'm serious who doesn't care about your life fuck your mother dirty feminist whore
3387,@user @user @user @user @user Ça s'attarde sur l'orthographe paske ça ne compre… @url,offensive,indirect,indifference,other,other,@user @user @user @user @user It lingers on the spelling but it doesn't understand… @url
3388,@user j'ai toujours été contre l'avortement c'est une question de conscience pour moi la vie c'est sacré ri… @url,normal,indirect,indifference,other,other,@user I have always been against abortion it is a question of conscience for me life is sacred ri… @url
3389,@user mais encore ? un jour il faudra faire une étude sociologique sur le tropisme gauchiste / socialiste… @url,normal,indirect,indifference,other,left_wing_people,@user but still? one day we will have to do a sociological study on the leftist/socialist tropism… @url
3390,@user @user @user sait tres bien qui sa vise dc si un blanc dis sale arabe de merde c pas du racisme non plu. ? peace,offensive,direct,shock,origin,arabs,@user @user @user knows very well who is targeting so if a white person says dirty Arab shit it's not racism either. ? peace
3391,@user psychiatrise les terroristes psychiatrise ceux qui les dénoncent... le terrorisme rend vraim… @url,fearful,indirect,confusion_fear_indifference_sadness,other,other,@user psychiatrizes terrorists psychiatrizes those who denounce them... terrorism really makes… @url
3392,@user @user @user @user @user fort loin d'etre gauchiste je continuerai ne vous en de… @url,normal,indirect,shock,other,left_wing_people,@user @user @user @user @user far from being leftist I will continue don't blame you… @url
3393,@user tg le jour où il neigera tu seras la première à dire de regarder par la fenêtre sal mongol,offensive,direct,indifference,other,individual,@user tg the day it snows you will be the first to say look out the window sal mongol
3394,@user nan mais pas mongol dans le sens péjoratif mais il ressemble beaucoup à un ancien collègue originaire de mon… @url,offensive_disrespectful,indirect,indifference,other,individual,@user nan but not Mongolian in the derogatory sense but he looks a lot like a former colleague from my… @url
3395,@user @user c'est qui ce mongol ? (je parle du journaleux qui twitte),offensive,indirect,indifference_disgust,other,individual,@user @user who is this Mongolian? (I'm talking about the journalist who tweets)
3396,@user @user le gauchiste est viscéralement anticlérical mais il respecte l’islam...,disrespectful,indirect,confusion_sadness_indifference,other,left_wing_people,@user @user the leftist is viscerally anticlerical but he respects Islam...
3397,@user @user les rebeus la peau lisse c ca faiblesse,offensive,indirect,indifference,origin,arabs,@user @user les rebeus smooth skin is a weakness
3398,@user un homme sale vieux rebeu mdr,offensive,indirect,indifference,origin,individual,@user a dirty old rebeu man lol
3399,@user pourquoi la peur des migrants serait sans raison alors que le nombre de crimes commis par ceux-ci est en augmentation ?,fearful_normal,indirect,fear_indifference,origin,immigrants,@user why is the fear of migrants without reason when the number of crimes committed by them is increasing?
3400,@user mgr cattenoz c'est pas ce méchant identitaire attardé tradi qui voulait rechristianiser les écoles… @url,abusive_offensive_disrespectful_normal,indirect,sadness,other,individual,@user mgr cattenoz is not this traditional retarded identity villain who wanted to re-Christianize schools… @url
3401,@user en fait quand s'attarde un peu sur les tweets de ce compte...,normal,indirect,indifference,other,other,@user in fact when lingers a little on the tweets from this account...
3402,@user @user @user ce n'est qu'au cameroun qu'on laisse les vraies choses et s'attarde sur l'o… @url,normal,indirect,indifference,other,other,@user @user @user it is only in Cameroon that we leave the real things and focus on the o… @url
3403,@user ouais maiq tu comprends pas c’est la menace islamo-racaillo-gauchiste quipeut venir de partout,fearful_hateful,direct,indifference_disgust,religion,muslims,@user yeah maiq you don't understand it's the Islamo-racaillo-leftist threat that can come from everywhere
3404,@user @user orthographe très bancale théorie du complot anti linky et anti vaccins. tient un bon spécimen là,offensive,indirect,indifference,other,individual,@user @user very lame spelling anti-linky and anti-vaccine conspiracy theory. got a good specimen there
3405,@user @user les rebeus que je connaît des nez normaux t’es chelou même toi ton nez il est normal,abusive_offensive_disrespectful,direct,sadness_indifference_disgust,origin,arabs,"@user @user the rebeus that I know have normal noses, you're weird, even you, your nose is normal"
3406,@user merci,normal,indirect,indifference,other,other,@user thanks
3407,@user t'inquiètes pas charles ce n est qu'un arabe fainéant de la sncf.,offensive_hateful,indirect,indifference,origin,arabs,@user don't worry charles he's just a lazy Arab from the SNCF.
3408,@user @user @user @user @user @user un perroquet gauchiste?,abusive_offensive,indirect,anger_confusion_sadness_indifference_disgust,other,left_wing_people,@user @user @user @user @user @user a leftist parrot?
3409,@user et pourtant j’en ai passé des soirées à live... ça parle encore sans connaissance de cause t’es vraiment un attardé,offensive,direct,indifference,other,individual,"@user and yet I spent evenings live... it's still talking without knowing the cause, you're really a retard"
3410,@user le mongol de base qui ne sait pas qu'on peut avoir plusieurs écrans sur le même pc.,offensive,indirect,indifference_disgust,disability,special_needs,@user basic Mongolian who doesn't know that you can have several screens on the same PC.
3411,@user @user @user ok l'attardé,offensive,direct,confusion_indifference,disability,individual,@user @user @user ok retard
3412,@user @user @user eh bien voila la tolerance bobo -gauchiste merdique souhait et qui pue dans toute la france !,offensive,indirect,shock,other,left_wing_people,@user @user @user well here is the shitty leftist bobo tolerance you want and which stinks all over France!
3413,@user @user kyrgios mdr quoi ... le mec c'est un putain d'attardé un gosse de riches mal éduqué,offensive,direct,shock_indifference_disgust,disability,individual,"@user @user kyrgios lol what... the guy is a fucking retard, a poorly educated rich kid"
3414,vous aimer trop courir quand vous rigolez les renois @url,normal,indirect,sadness,origin,african_descent,"I love you too much to run when you're laughing, Renois @url"
3415,@user @user j’en ai prix au bled mais tu peut le trouver au marcher ou bien dans des épiceries arabe/renois,normal,indirect,indifference,other,other,@user @user I have it in town but you can find it in the market or in Arab/Renaissance grocery stores
3416,@user @user mds tu é mongol?,offensive,direct,indifference_disgust,other,individual,@user @user mds are you Mongolian?
3417,@user le gars est un elitiste il n pas compris que l ne nait pas egaux deja ca c'etait un truc de gauchiste. ..,fearful,indirect,sadness,other,left_wing_people,"@user the guy is an elitist he didn't understand that equals are not born, that was a leftist thing. .."
3418,@user @user c ca le problème les rebeu et renois des parents dure et après leurs enfants manquent… @url,offensive,indirect,sadness,origin,african_descent,@user @user that's the problem the parents' rebeu and renois lasts and then their children are missing… @url
3419,@user tassure est mongol aurai jms pu lfaire sns toi jtm,offensive,direct,anger_sadness,other,individual,@user tassure is Mongolian I would have been able to do it without you jtm
3420,@user @user c'est bien connu,normal,indirect,indifference,other,other,@user @user it is well known
3421,@user @user mais totalement avc ce mongol aussi va pas aller loin,offensive,indirect,indifference,other,individual,@user @user but totally with this Mongolian also won't go far
3422,@user @user mdrrr la tête de oit que t’est vraiment le mec le plus attardé que j’ai vue merde… @url,offensive,direct,confusion_sadness_shock_indifference_disgust,other,individual,"@user @user lol, you're really the most retarded guy I've seen shit… @url"
3423,@user @user mdrrrr. t'es trop mignon,normal,indirect,indifference,other,other,@user @user lol. you are so cute
3424,@user @user repasse tes vêtements sale arabe ( je le fais pas ),abusive_offensive,direct,indifference,origin,arabs,@user @user iron your dirty Arab clothes (I don't do it)
3425,@user @user toi sur mère ta un problème mentale c’est pas possible t’est attardé frère tu t’é… @url,offensive,direct,sadness,other,individual,@user @user you on mother your a mental problem it's not possible you're retarded brother you're… @url
3426,@user @user @user les violenté.e.s aimeraient donc la violence ?,normal,indirect,sadness,other,other,@user @user @user would the victims of violence like violence?
3427,@user rhaa le vieux message en mode complotiste au moins t'as compris que t'as plus que tes mongols de… @url,offensive,direct,sadness_indifference,other,individual,@user rhaa the old message in conspiracy mode at least you understood that you have more than your Mongolians… @url
3428,@user ptdr sale arabe,offensive_hateful,direct,indifference,origin,arabs,@user ptdr dirty arab
3429,@user @user c’est jouer acec les mots. l’histoire coloniale française fait de nous des arabes e… @url,normal,indirect,confusion_sadness_indifference_disgust,origin,arabs,@user @user is playing with words. French colonial history makes us Arabs and… @url
3430,@user surtout les noirs et les arabes au pire ils auront leur entretien mais qd le mec verra leur tête à ce m… @url,normal,indirect,indifference_disgust,origin,african_descent,@user especially blacks and Arabs at worst they will have their interview but when the guy sees their face at this m… @url
3431,@user je ne comprends pas c'est horrible. un si gentil chien. j'en ai marre de la violence humaine. devrait le tuer le gas.,normal,indirect,shock,other,other,@user I don't understand it's horrible. such a nice dog. I'm tired of human violence. should kill the gas.
3432,@user @user « dénier » à ces migrants « le bénéfice du droit d’asile au motif qu’ils seraient… @url,normal,indirect,sadness,origin,immigrants,@user @user “deny” these migrants “the benefit of the right of asylum on the grounds that they would be… @url
