HITId,tweet,sentiment,directness,annotator_sentiment,target,group,translated tweet
2496,تقول كِم ويدن أستاذة الاجتماع في جامعة كورنيل:,normal,indirect,indifference,other,other,"Kim Weeden, a sociology professor at Cornell University, says:"
2497,في بلادك تقدري تكبري في راحتك ومتزوجيش بلا ميقولو عليك #بايرة,normal,direct,indifference,other,individual,"In your country, you can grow up comfortably and not get married without being told that you are #bad"
2498,@user @user @user @user @user ههههه لمهم نبقاش بايرة,offensive,indirect,confusion_sadness_shock_indifference_disgust,gender,women,"@user @user @user @user @user Hahaha, we don't have to be empty"
2499,أي من هذه العوامل أكثر ضرراً على المجتمع؟,normal,indirect,indifference,other,other,Which of these factors is most harmful to society?
2500,يبقى التحرش بنظر المرأه تحرشا ً,normal,indirect,confusion_indifference,gender,women,"In the eyes of a woman, harassment remains harassment"
2501,بديت أفهم سياسة الدول تخلون الحريم يفرحون بيوم ما فيه إلا معلمات ياكلون ويطلعون مزرعة وينصرفون الطالبات البيت قبل ا… @url,offensive,direct,sadness,other,women,"I began to understand the policy of countries that let the harem rejoice in the day when there were only female teachers to eat, go out to a farm, and send the female students home before… @url"
2502,هههههههه في سعودي بيقول مصر  بلد نائي وشب متخلف احيه يابو سوس احيه شربت بول البعير ولالسا يا ولا #الا_تركي_ال_الشيخ,offensive,indirect,shock,origin,individual,"Hahahahaha, there is a Saudi who says that Egypt is a remote country and a backward youth. I salute it, Abu Sous, I salute it, I drank the camel’s urine and yet, oh no #except_Turkish_Al_Sheikh"
2503,@user @user @user منا مش فاضي للت الحريم  ده مش هخلص منك وأنت مبتفهمشي كده,normal,direct,indifference,other,women,"@user @user @user We are not empty for this harem, I will not be rid of you and you do not understand that"
2504,@user مشكلة خنازير النصر يابو بدر صياحهم واصل القمر والهلال يجلد فيهم كل موسم بالحكم الاجنبي علي حسب طلبه… @url,hateful,indirect,anger_confusion,other,other,"@user The problem of the pigs of victory, Abu Badr, their shouting continues, the moon and the crescent continue, they are flogged every season by foreign rule according to his request... @url"
2505,@user @user @user ههههه سوي مساج لامك بعد جهاد النكاح و إرضاع الكبير بعد ان تشرب بول البعير هههههه,offensive,direct,shock,origin,individual,@user @user @user hahaha give a massage to your mother after the struggle of marriage and breastfeeding the old one after she drinks the camel’s urine hahaha
2506,@user @user هالمكان معروف عند الحريم انه مخبأ,normal,indirect,indifference,gender,women,@user @user This place is known to the harem as a hideout
2507,عنصره على الحريم,offensive,indirect,sadness,gender,women,His element is on the harem
2508,معقول!! هيدا مين؟وزير سياحة؟ او خنزير بالسياحة؟شي معيب ينحكى عن دولة كبيرة متل مصر ما في اقذر من يلي عّم تعملو بلبن… @url,offensive,indirect,indifference,other,individual,reasonable!! Who is this? Minister of Tourism? Or a pig in tourism? Something shameful to say about a large country like Egypt. There is nothing dirtier than what you do with milk... @url
2509,@user @user @user @user @user  جاروديه اوتكميليه كلها ملل منحرفه عن الاسلام منبثقه عن مله المجوس,hateful,direct,disgust,religion,muslims,@user @user @user @user @user Jarudiyah or Takmiliya are all sects that deviate from Islam and emanate from the religion of the Magians.
2510,ي شيختن ' فيك الحياَ والحشمهْ غير الحريم تغاَر حتىٰ عببباتك ..,normal,indirect,confusion_indifference,gender,women,"O Shaykhtin, you have life and decency other than the harem. Even your private parts are jealous."
2511,اهو الـ انتً مطنشها وبتهمل فيها دى غيرك يتمنئ تعمل لرسالةseen بس انت وسخ شويه.,offensive,direct,indifference,other,individual,"This is what you don't do and neglect. Someone else wishes you could do this for Seen, but you're a little dirty."
2512,صالح بن عبدالله السليمان: السعودية: هذا ردي على تهم “الوهابية” الرجعية.. بول البعير.. وتدمير العراق… @user,offensive,indirect,shock,origin,other,Saleh bin Abdullah Al-Sulaiman: Saudi Arabia: This is my response to the reactionary “Wahhabi” charges... camel urine... and the destruction of Iraq... @user
2513,على طار التحرش ياناس صدق صايره ماتحمل ولا احد ولا احد يقط على كلمة ، اول اسكت واصير بس كذا اناظر فيه بنظرات دون مات… @url,offensive,indirect,indifference_disgust,other,women,"On the verge of harassment, people, it has become unbearable, and no one and no one says a word. At first I keep quiet and act like this, and I look at him without saying anything... @url"
2514,@user @user هههه عاد ودنا نصدق لكن ما يشربون بول البعير مثلكم  وعاد انت يادجاجه هذا تخصصك تعرف البيض المارق من الصالح,disrespectful,direct,indifference,origin,other,"@user @user Haha, we would like to believe it, but they don't drink camel urine like you, and you, chicken, this is your specialty, you know the bad eggs from the good ones."
2515,@user @user @user @user @user الواضح انك مكتر شرب بول البعير ومأثر على مخك او بقايا مخك ان #وجد#,hateful,direct,indifference,other,individual,"@user @user @user @user @user It is clear that you drink camel urine a lot and it affects your brain or the remains of your brain, if any#"
2516,مع أن اذا حصل التحرش فالغلط… @url,fearful_abusive_offensive_hateful_normal,direct,indifference,gender,women,"Although if harassment occurs, it is the fault... @url"
2517,@user @user @user بول البعير الله ذكر في قولنا لكريم افلا ينظرون الاا الأيل كيف خلقت والإبل بمعن… @url,normal,direct,indifference_disgust,other,other,"@user @user @user The camel’s urine God mentioned in our saying to Karim. Will they not consider anything but the deer, how you were created? And the camels in the meaning... @url"
2518,@user @user بل هم خنازير ضالة,hateful,indirect,disgust,other,other,"@user @user Rather, they are stray pigs"
2519,ملخص مباراة الوداد الرياضى ووفاق سطيف مباراة رائعة دورى ابطال افريقيا:,normal,indirect,indifference,other,other,"Summary of the match between Wydad Sportive Club and ES Setif, a wonderful match in the African Champions League:"
2520,مع إني ضد الشتيمة، بس تركي اَل الشيخ (شوال البطاطا)، ومن يمثلهم، واللي بيدافعوا عنه، وسائر كوكب شاربي بول البعير =… @url,normal,direct,indifference,origin,individual,"Although I am against insults, I am leaving behind the family of Sheikh (Shawal Al-Bata), and those who represent them, and those who defend him, and the rest of the planet who drink camel’s urine =… @url"
2521,@user @user @user بس يا وسخ,disrespectful,direct,shock,other,individual,@user @user @user But you bastard
2522,اي بقي ولم يجد له زبون لعدم الرغبة به وان كانت امرأة باير لم يحصل لها…,abusive_offensive_disrespectful_normal,indirect,sadness,gender,women,"That is, he stayed and did not find a client for him because he did not want him, and if it was a Bayer woman, he did not have one..."
2523,@user @user ضفدع وسخ,abusive_disrespectful,indirect,indifference,other,individual,@user @user Dirty frog
2524,كل الامتحانات سااهله الا لمن تكون المراقبه بايره @url,offensive,indirect,indifference,other,other,All exams will be easy except for those who have a good proctor @url
2525,@user @user كف انت عن النفاق وسوف اكف انا عن الصياح ياحفى النعال ياناكح المعيز ياشارب بول البعير ياجهل ت… @user,abusive_offensive,direct,disgust,origin,other,"@user @user You stop being hypocritical and I will stop shouting, you who bare shoes, you who marry goats, you who drink camel’s urine, you who are ignorant… @user"
2526,@user @user مرتزق خنزير يقود خنازير اكترونية @url,offensive,direct,disgust,origin,individual,@user @user Pig mercenary driving electronic pigs @url
2527,@user @user مرة ثانية أقول لك لا تصير خنزير,abusive_disrespectful,direct,indifference,origin,individual,"@user @user Once again I tell you, do not become a pig"
2528,@user @user ابن بايره ابن متوزيه انته دايح امسربت تاجر هوه ابن مطي لوكي اله انته او تلكه ابوك بعثي جان او جدك منيوك مثلك,abusive_hateful,direct,shock,other,individual,@user @user Ibn Bayra Ibn Mutuziyah You are a daeh Amsrabt merchant He is Ibn Muti Loki God is he or she Your father is a Baathist jan or Your grandfather is a man like you
2529,@user @user @user بول البعير ولا مجاري اسرائيل,abusive_normal,indirect,indifference_disgust,other,other,@user @user @user Camel urine or Israel’s sewers
2530,ديل يخشو الجامع يلقو ديلك مجدعين ليهم ريصان خنازير!,disrespectful,indirect,indifference,other,other,"They are afraid of the mosque, they will find you with pigs' horses!"
2531,@user @user @user @user ابن الحرام اكال كبسة شارب بول البعير ي عابد سلمان كسم امك في اجا… @user,offensive,indirect,disgust,other,individual,"@user @user @user @user Ibn al-Haram ate a mustache, camel’s urine, O Abed Salman, like your mother’s poison in a timely manner… @user"
2532,ينعل ابوهم الف مره قناة الخراب جمعت الخونه من كل مكان في شبك خنازير اسمه قطرائيل @url,hateful,direct,indifference,other,other,Their father will be cursed a thousand times. The Channel of Destruction has gathered traitors from everywhere in a pig net called Qatrail. @url
2533,هذا الحساب مخصص لجلد خنازير حزب التجديد,abusive_hateful,indirect,shock,other,other,This account is dedicated to skinning the Renewal Party's pigs
2534,يبقى التحرش عند الأنثى تحرشاً، حتى يقوم به الرجل المناسب فيصبح غزلاً... ☺️,offensive,direct,anger_disgust,gender,women,"Harassment for a female remains harassment, until the right man does it and it becomes flirtation... ☺️"
2535,زوز ملاين بايرة و خمسة ملاين بطال و هي كاتبة فارس أحلامي قادم على حصان,hateful_normal,direct,shock_indifference,gender,individual,"Millions of Pirates and Five Million Heroes, written by The Knight of My Dreams Is Coming on a Horse"
2536,@user @user بلد الانحلال الأخلاقي وفقدان الشعور بالكرامة هؤلاء هم علوج مملكة بول البعير,abusive_disrespectful,direct,anger_disgust,origin,other,@user @user A country of moral decay and loss of dignity. These are the people of the kingdom of Paul the Camel
2537,@user @user @user انت حديثك متل نعالي وصوتك مثل الحمار بتنعق ولا احد يجاوبك يا شاربي بول البعير,abusive_disrespectful,direct,indifference,origin,other,"@user @user @user You talk like my sandals and your voice is like a donkey crowing and no one answers you, you drinkers of camel’s urine"
2538,@user @user كل زق يا كلب الفرس انت عربي يا وسخ حكامك انت الي جابهم المستعمر حكامنا غير ملوك سلاطين من ميات السنيين,hateful,direct,shock,other,individual,"@user @user All the dirt, you Persian dog, you are an Arab, you are dirty. Your rulers are the ones brought by the colonialists. Our rulers are not kings, sultans from hundreds of Sunnis."
2539,وينكم يا خنازير ليش محد مكركش علي #dmyourcrushday,offensive_disrespectful,indirect,shock,other,other,"Where are you pigs, why is no one complaining about #dmyourcrushday"
2540,كيف أستقيل من مجتمع الحريم ؟!,offensive,indirect,shock,other,women,How do I resign from the harem community?!
2541,@user @user الإخوان جماعة ضالة منحرفة عن منهج أهل السنة والجماعة هذي اولا حتى اغلق عليك باب الوشاية,normal,indirect,indifference_disgust,religion,other,@user @user The Brotherhood is a misguided group deviated from the method of the Sunnis and the community. This is the first thing until the door of slander is closed on you.
2542,خروجك متبرجة وأحيانا عارية والغناء بين الرجال  وألاستهزاء بالاسلام والاستهزاء بالعلماء أمر ستحاسبين عليه حين حسابك,offensive,direct,shock,gender,individual,"Going out wearing adornment, sometimes naked, singing among men, mocking Islam, and mocking scholars is something for which you will be held accountable when you are judged."
2543,@user @user @user هل تعلم أن فى النجف يبيعون غائط وبول المعممين الرافضة ويتقربون بها إلى الش… @url,hateful,direct,disgust,religion,other,@user @user @user Did you know that in Najaf they sell the excrement and urine of turbaned Rafidites and use them to get closer to the people... @url
2544,مسابقة من إعداد قسم الاجتماعيات و العلوم الفلسفية,normal,indirect,indifference,other,other,A competition prepared by the Department of Social and Philosophical Sciences
2545,هذا اكبر وسخ,offensive,direct,indifference,other,individual,This is the biggest mess
2546,وراء كل رجل وسيم إمرأه بايره,hateful,indirect,sadness,gender,women,Behind every handsome man is a beautiful woman
2547,@user @user متى قالها يا خنزير,disrespectful,direct,indifference,origin,individual,"@user @user When did he say it, pig?"
2548,ديل اتجاوزوا مرحلة التبرير للتحرش والاغتصاب لمرحلة التستر على التحرش والاغتصاب,hateful_normal,indirect,indifference,origin,women,"Dale, they have gone beyond the stage of justifying harassment and rape to the stage of covering up harassment and rape"
2549,شغل نسوان بالحكي في الظهر وخبث ثعلب متلونون ونجاسة خنزير القرب منهم رجالها انجس من ذنب كلب دياثه ونسائها لمن غلب شع… @url,disrespectful,indirect,indifference,other,other,"The preoccupation of women talking at noon, the malice of a colorful fox, and the impurity of a pig. Being close to them, its men are impure from the sin of a dog, and its women are for those who conquer the hair... @url"
2550,ومع ذلك تقولوا مصر بلد التحرش,normal,indirect,shock,origin,other,Yet you say Egypt is a country of harassment
2551,اي وحدة بتنادي بالحرية والكلام الفارغ دا معناها بايرة بس ما اكتر من كدا ..,offensive_disrespectful,indirect,indifference,gender,women,Any unit that calls for freedom and this empty talk means nothing but nothing more than that..
2552,والله محد خروف غيركم والي يطرونه يسواكم كلكم بأخلاقه مب رغاي شرات الحريم ويصيح فصراحه مثلكم ي السبلان @url,abusive_disrespectful,indirect,indifference,other,other,"By God, there is no sheep other than you, and the one who flatters him is equal to all of you with his morals, not the desires of the evils of the harem, and shouts frankly like you, O Al-Sabalan @url"
2553,@user @user @user أوصل لفرنسا بس مش اغرق في بول البعير وترامب وايفانكا اغرقهم بفلوسي اغرق وأوصل لفرن… @url,normal,indirect,indifference_disgust,other,other,"@user @user @user I get to France, but I don’t drown in the camel’s urine, Trump, and Ivanka. I drown them with my money. I drown and get to France… @url"
2554,@user @user مالك دخل بين الحريم هش يالله,offensive,indirect,confusion_indifference,gender,women,@user @user What's wrong with the harem? Oh my God
2555,هناك محجبة سيئة الخلق! وهناك ملتحٍ فاسد! وتلك متبرجة حسنة الخلق! وأعرف حليقًا أفضل في ال… @url,normal,indirect,indifference,other,women,There is a veiled woman with bad manners! And there is a corrupt bearded man! And that one is so well-mannered and well-mannered! And I know a better shaven in the… @url
2556,في تويتر لو محجبة تنتقد متبرجة قالوا غيرة نساء,abusive_normal,direct,indifference_disgust,other,women,"On Twitter, if a veiled woman criticizes a unveiled woman, they say she is jealous of women"
2557,@user @user لان دعواتكم خبيثه لذلك الله لم يستجب لها وانقلبت الدعوات عليك وعلى خنازير الجزيره واص… @url,hateful,indirect,shock,origin,other,"@user @user Because your prayers are malicious, that is why God did not respond to them, and the prayers turned against you and the pigs of the island, and… @url"
2558,ذى التحرش صار مثل السلام عليكم وفي النهايه مافي شي @url,normal,indirect,sadness,other,women,This harassment became like peace be upon you and in the end nothing happened @url
2559,@user @user طيب احنا البدو اصحاب البعير اللي نشرب بول البعير قولي انتو اَي إنجاز سويتو في حياتكم ول… @url,normal,direct,shock,origin,other,"@user @user Okay, we are the Bedouins who are the owners of camels and we drink camel’s urine. Tell me, what achievement have you achieved in your life yet... @url"
2560,@user @user انا اتبرج ربنا بحاسبني..مسؤوله قدامو براي ما ح يسالك معاي..انت اتحرشت بي ربنا بسال براك وبح… @url,offensive,direct,shock,gender,individual,"@user @user I am arrogant, may God hold me accountable.. I am responsible before him in my opinion. He will not ask you with me.. You harassed me, may God hold me accountable... @url"
2561,وش ابي بالملاييين(وسخ دنيا الفلوس),normal,indirect,indifference,other,other,What do I want with millions (the filth of the world of money)
2562,خريجي الأزهر بمطروح تنظم أمسية دينية تحت عنوان  التحرش جريمة في حق المرأة والمجتمع,normal,indirect,indifference,other,other,Al-Azhar graduates in Matrouh organize a religious evening under the title: Harassment is a crime against women and society
2563,@user @user التحرش وغيره تصرفات فردية مالها علاقه بالانفتاح.. الدول المتقدمة والمنفتحه تجرم ذي الأفعال وتحا… @url,normal,direct,indifference,gender,women,@user @user Harassment and other individual actions that have nothing to do with openness.. Developed and open countries criminalize those who act and prosecute… @url
2564,بس ملاحظه بسيطه اولاً عيب اللفظ هذا شفته مع الحريم وطيب نساء مو حريم والنساء او الحريم مثل ماتفضلتي وتلفظتي مو مجتم… @url,normal,indirect,sadness,other,women,"But a simple note, first of all, the defect in this pronunciation I saw with the harem, and good women are not harems, and women or harems are like what you preferred, and your pronunciation is not combined... @url"
2565,أولا: الشاب لو حب يتحرش بيتحرش بالأخضر واليابس ، متبرجة أو لا.,offensive,indirect,indifference,gender,women,"First: If a young man wants to be harassed, he will harass anyone who is green or dry, whether she is wearing makeup or not."
2566,-تمتلك القدره على التواصل الاجتماعي مع جميع فئ…,normal,indirect,indifference,other,other,-You have the ability to communicate socially with all groups...
2567,بالعادة المتسعودين المسعورين بيستعملوا المنشار تحت تاثير تناول بول البعير..!! @user,offensive,direct,shock,origin,other,"Usually, rabid people use a chainsaw under the influence of drinking camel urine..!! @user"
2568,@user @user امن دولة ايه هو فيه دولة يا راجل هذا شوية خنازير مسوين عصابة مع بعضهم وداخل شبك ... عمرك سمعت… @url,offensive,indirect,anger_indifference,other,other,@user @user State security What kind of state is this man? This is a bunch of pigs ganged up on each other and inside a net... Have you ever heard... @url
2569,لأن التبرج اساسه عدم تربيه ا… @url,offensive,indirect,shock,gender,women,Because grooming is based on lack of upbringing... @url
2570,مظلومات الحريم رجال ياخذ الجائزه من بينهن,normal,indirect,indifference,other,women,The oppressed women of the harem are men who take the prize from among them
2571,مكثر من بول البعير وسكرات,disrespectful,indirect,shock,other,individual,Lots of camel urine and drunkenness
2572,@user @user جمهورية حزب الشيطان و خنازير حسن زميرة و أنصار الشيطان يظهرون من المجارير من حين لآخر،… @url,hateful,indirect,shock,origin,other,"@user @user The Republic of Satan’s party, Hassan Zamira’s pigs, and Satan’s supporters emerge from the sewers from time to time... @url"
2573,لما بشوف خنازير 30-6 وهم بينقلبوا على السيسي بسبب غلاء الاسعار,offensive,indirect,sadness,origin,other,When I see the 30-6 pigs turning against Sisi because of high prices
2574,مره طالعين الاستراحه وغرق بزر عند الحريم طبعاً منظر البنات يصارخون حمسني ونطيت,disrespectful_normal,indirect,sadness,gender,women,"One time, we were going to rest and drowned in a button at the harem. Of course, the sight of the girls screaming excited me and I jumped."
2575,وبعدين بقا في الافارقة الي بيغيروا من بعض دول,disrespectful_normal,direct,sadness,other,african_descent,Then there are Africans who change from some countries
2576,@user نسيت شي السعوديه اكتشفت ا ان بول البعير يزيد الذكاء والفهم.   هههههه,hateful_normal,indirect,indifference,origin,other,@user I forgot something. Saudi Arabia discovered that camel urine increases intelligence and understanding.   Hahahahahaha
2577,الحريم اذا شافو واحد متزوج اربع #يعجبك_السهر_اكثر_او_النوم @url,normal,indirect,indifference,gender,women,"If a harem sees one married person, four #like_staying_more_or_sleeping @url"
2578,@user @user @user @user يا ابني هو انت غبي ليه؟هو انا بقولك ان التحرش سببه اللبس؟ التحرش… @url,disrespectful,direct,sadness,other,individual,"@user @user @user @user Oh my son, why are you stupid? Is it me telling you that harassment is caused by confusion? Harassment... @url"
2579,@user @user @user بول البعير يناديكم يا اشباه الرجال,offensive,direct,indifference,other,other,"@user @user @user The camel’s urine is calling you, you like men"
2580,من السعودية وحدها اجى ٢٥ الف ارهابي على سوريا ...,normal,indirect,shock,origin,other,"From Saudi Arabia alone, 25,000 terrorists came to Syria..."
2581,خنازير ال البيت الرافضية @url,hateful,indirect,shock,religion,other,Rafidite House Pigs @url
2582,@user @user @user @user اشرب بول البعير انت ماعندك الا هذه الجملة بصراحة اشرب بول… @user,disrespectful,indirect,disgust,other,individual,"@user @user @user @user I drink camel’s urine. You only have this sentence. Honestly, I drink camel’s urine… @user"
2583,@user @user الامير محمد بن سلمان لم يقتل أحد .. ولا فيه كلب ولا خنزير,offensive,direct,indifference,other,individual,@user @user Prince Mohammed bin Salman did not kill anyone... nor did he kill a dog or a pig
2584,و تعد هذه القضية الثانية في عام واحد التي تؤكد على انتشار التحرش الجنسي في أمريكا: الأولى هي قضية #metoo (أنا أيضا)… @url,normal,indirect,indifference,origin,other,This is the second case in one year that confirms the spread of sexual harassment in America: the first is the #metoo (me too) case... @url
2585,مصر الجديده دي مشوار وسخ ميتراحش تاني,abusive_disrespectful,indirect,indifference,other,other,Heliopolis is a dirty road that will never go again
2586,في تقديري أن التحرش في واقعنا يقع بالتالي,offensive,direct,indifference_disgust,other,women,"In my opinion, harassment in our reality occurs as a result"
2587,@user @user قبل المباراة مورينيو قال لبوقبا اذا جاتك الكورة لا تحتفظ فيها ياعبد فعصب بوقبا وقاله العبد امس نام مع امك خنازير معليهم شره,abusive_disrespectful,indirect,indifference,other,individual,"@user @user Before the match, Mourinho said to Bogba, “If the ball comes to you, do not keep it, slave.” Bogba became angry and said to him, “Yesterday, the slave slept with your mother. They are pigs with evil on them.”"
2588,أول مسلمتين في #الكونغرس_الأميركي - امريكا تتقدم و العربان يتبعون مسار بول البعير @user,hateful_disrespectful,direct,indifference,other,arabs,The first two Muslims in the #American_Congress - America is advancing and the Arabs are following the path of the camel’s urine @user
2589,كم عدد الافارقة الذين تمضروا او تقيسوا على يدك ؟,normal,indirect,shock,origin,african_descent,How many Africans have been hurt or measured by your hands?
2590,لازم نقول لكل صاحب بيبيع صاحبه عشان الحريم..,abusive_offensive_hateful_disrespectful_normal,direct,indifference,other,women,We must tell every owner who sells his owner for the sake of a harem.
2591,وكان إثنا عشر صوتا يصرخ في غضب وكلها متشابهة لا حاجة للسؤال الآن عما قد حدث لوجوه الخنازير وتتطلع الكائنات في الخار… @url,offensive,indirect,shock,other,other,"Twelve voices were screaming in anger, and they were all the same. There is no need to ask now what happened to the faces of the pigs, and the creatures looked out... @url"
2592,@user @user هو فيه وسخ وانت قاعد يا عرص,offensive,indirect,sadness,other,individual,"@user @user There is dirt in it and you are sitting, pimp"
2593,@user @user @user @user سيأتوكم الأيرانيين وسنرى ماذا ستقبلون وروح أشرب بول البعير ونام @url,disrespectful,direct,anger_disgust,origin,individual,@user @user @user @user The Iranians will come to you and we will see what you will accept and I will go drink camel urine and sleep @url
2594,ماهو دا مشتق من كلمه بايره,offensive,indirect,sadness,other,women,This is derived from the word Bayra
2595,وساعتها متزعلوش ان حد وسخ طلع من حياتكم..,offensive,direct,disgust,other,other,Then don't be sad if someone dirty comes out of your life..
2596,ليش ماتبي يوسف علاونه يدافع عن السعوديه ،،يوسف علاونه ادماء بقلوب القائمين ع قناة الخنزيره وعلى خنازير ايران ،،انت… @url,offensive,indirect,indifference,origin,individual,Why don't you want Youssef Alawneh to defend Saudi Arabia? Youssef Alawneh has bloodshed in the hearts of those in charge of the Al-Ghagnah channel and on the pigs of Iran. You… @url
2597,يوم وسخ,abusive_disrespectful,indirect,indifference,other,other,Dirty day
2598,ترند السنه والله ماينفعش نعدي حدث غير مانرمي بظلال التحرش عليه @url,offensive_normal,indirect,confusion_fear_indifference_sadness_disgust,gender,women,"The trend of the year, I swear we cannot ignore an event without casting a shadow of harassment over it @url"
2599,@user @user @user @user لا يا صاحبي معلش يعني بنفس منطقك الامان من التحرش اهم من لبس البن… @url,offensive,direct,shock,gender,women,"@user @user @user @user No, my friend, I’m sorry. By your logic, safety from harassment is more important than wearing coffee… @url"
2600,كلية وسخة و شعب وسخ ف بلد اوسخ موجودين ع اوسخ كوكب ف المجرة والله,hateful,direct,shock,origin,other,"A dirty college and dirty people in a dirty country are on the dirtiest planet in the galaxy, I swear"
2601,@user @user @user @user بول البعير ورد فيه حديث عن النبي عليه السلام واثبت ذالك في… @url,offensive,indirect,indifference,other,muslims,"@user @user @user @user The camel’s urine was mentioned in a hadith about the Prophet, peace be upon him, and this was proven in… @url"
2602,@user @user @user @user @user @user @user ما أهلك عوام الشيعة المساك… @url,offensive,indirect,disgust,religion,other,@user @user @user @user @user @user @user What ails the poor Shiites... @url
2603,ياالربع ابلشن واحد تكرمون عنه وسخ  يرسل رسائل قذرة مثله حشاكم توصلني بصيغة إشارة على شاشة الجوال فقط .… @url,offensive,indirect,indifference,other,other,"O quarter, one idiot you are honoring is a scoundrel who sends dirty messages like him. God forbid, it reaches me in the form of a signal on the mobile screen only.… @url"
2604,@user @user @user @user @user @user @user خنازير تركيا يوظفون #جثة… @url,abusive_hateful,indirect,sadness,origin,other,@user @user @user @user @user @user @user Türkiye pigs are hiring #corpse… @url
2605,والله انا معاك بس مش معناه بردو انهم يلبسوا لبس ضيق وفخادها وصدرها كله هيبظ من الهدوم فا متكلموش عن التحرش غيرلما ت… @url,offensive_normal,indirect,shock,gender,women,"I swear I'm with you, but it doesn't mean that they are wearing tight clothes and her entire thighs and chest will be wet from the clothes, so don't talk about harassment unless you... @url"
2606,@user @user @user @user @user سلطانكم يا الحريم سنين ينابح ولا حصل عليها، خلكن على كراتين البيض.,abusive_disrespectful,indirect,shock,other,women,"@user @user @user @user @user Your sultan, harem, has been barking for years and not getting it. Stay on egg cartons."
2607,@user @user @user @user حسبى الله على الي عمل لكم فتوى شرب بول البعير,normal,direct,anger_disgust,other,other,@user @user @user @user May God suffice me for whoever gave you the fatwa on drinking camel urine
2608,@user @user روح احكي على قدق يا ذيل بول البعير,abusive_disrespectful,direct,anger_disgust,other,individual,@user @user Go and talk about the camel's urine tail
2609,@user @user تدمرون الحضارات في كل بلدان العربية في العراق و اليمن و السوريا و ليبيا افتعلتوا الحر… @url,normal,indirect,shock,other,arabs,"@user @user You are destroying civilizations in all Arab countries in Iraq, Yemen, Syria and Libya. You have created freedom... @url"
2610,بدء المشردون اللاجئون في كندا وبريطانيا تحريض السفهاء على الهجرة من أوطانهم,abusive_disrespectful,direct,indifference_disgust,other,refugees,Displaced refugees in Canada and Britain began inciting fools to emigrate from their homelands
2611,شيعي ضرب نفسه يهوي معه زمار نصرانية متبرجة,offensive,indirect,shock,religion,other,"A Shiite hit himself, bringing down with him a decorated Christian piper"
2612,وياماما خليك في حالك بايره بايره,abusive_disrespectful,direct,indifference,gender,women,"Mom, stay in peace, good bye"
2613,ما أرخ عن شمائل ال سعود هو ميولهم الجنسية الشاذة القذرة مسخهم الله قرود و خنازير,abusive_offensive,direct,indifference_disgust,other,other,"What is known about the Shamael of the House of Saud is their dirty, homosexual tendencies. God turned them into monkeys and pigs."
2614,صراحة و بكل تواضع عرب إفريقيا بعيدين بسنوات ضوئية عن شاربي بول البعير إنشاء الله نستكمل توراثنا ونصبح من الدول المت… @url,abusive_disrespectful,indirect,indifference,origin,african_descent,"Frankly and with all humility, the Arabs of Africa are light years away from drinking camel urine. God willing, we will continue our heritage and become one of the countries… @url"
2615,رعاع القوم وشاربي بول البعير يحاصرون شعباً يفوق عدد سكانه دولهم مجتمعه ، يحاصرون ويجوعون شعباً من اكرم وانبل شعوب ا… @url,hateful,indirect,indifference,origin,other,The rabble of the people and those who drink camel urine are besieging a people whose population exceeds their countries combined. They are besieging and starving one of the most generous and noble peoples of the world... @url
2616,عمران خان يتعهد بمنح الجنسية الباكستانية لـ مليون ونصف لاجيء أفغاني | نجوم مصرية,normal,direct,indifference,origin,refugees,Imran Khan pledges to grant Pakistani citizenship to one and a half million Afghan refugees Egyptian stars
2617,@user @user @user شاربي بول البعير  من ضمن الدول العشرين الاقوى اقتصاد في العالم,disrespectful,indirect,shock,origin,other,@user @user @user Camel urine drinkers are among the twenty countries with the strongest economies in the world
2618,@user @user عدال زندك ... خنزير البحر,hateful,indirect,shock,other,individual,@user @user Adal Zindak... sea porpoise
2619,ويشتق منها كلمة بايرة للمرأة التي تأخرت بالزواج,normal,direct,sadness,gender,women,The word bayra is derived from it for a woman who delayed marriage
2620,متسبو أمن يردون على تهمة التحرش بموظفات شبكة الإعلام العراقي قضائياً @url,normal,indirect,indifference,origin,women,Security officers respond to the accusation of judicial harassment of female employees of the Iraqi Media Network @url
2621,عاملين حمله امنع النقاب مش امنع التحرش او المخدرات او الظلم او البطاله او الجهل لا لا النقاب,offensive,indirect,indifference,other,other,"We are running a campaign to ban the niqab. I do not prevent harassment, drugs, injustice, unemployment, or ignorance. No, not the niqab"
2622,لازم تبقي وسخ عشان تعجب تقريبا الايام دي,offensive,indirect,indifference,other,individual,You have to be dirty to be liked almost these days
2623,دليل علمي جديد على أن البربر -الأماسيخ- و -أبناء عمومتهم في جزيرة العرب- e1b1b بدو رعاة خنازير وليسوا السكان الأصلي… @url,normal,direct,anger_indifference,origin,other,New scientific evidence that the Berbers - the Amazigh - and their cousins ​​in the Arabian Peninsula - e1b1b are Bedouin pig herders and not the indigenous people... @url
2624,من أبلغ ما قيل في قضية التحرش @url,disrespectful_normal,direct,indifference,other,women,Who informed what was said in the harassment case @url
2625,@user @user رجال لا يمكون غير الكلمه مجرد كلمه امام المال المسروق   ونفوز السلطه واوسخ واعر بشر مث… @url,offensive,indirect,sadness,other,other,@user @user Men who can only say a word in front of stolen money and we gain power and the dirtiest and most shameful human beings like… @url
